set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
4527617-1,2008,501,Gear,68,2.0,11,14,17.0,29,51.0,0.3333333333333333,0.011410353217551808
3481-1,2000,254,Bulk Bricks,25,0.0,1,1,0.0,1,25.0,0.0,0.0019296920882624382
3476-1,2000,254,Bulk Bricks,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
10753-1,2018,591,Juniors,151,3.0,17,22,39.0,83,112.0,0.3482142857142857,0.02600889336353721
31104-1,2020,22,Creator,499,4.0,22,31,63.0,404,436.0,0.1444954128440367,0.08540984981961575
76165-1,2020,696,Super Heroes Marvel,480,0.0,18,23,29.0,133,451.0,0.06430155210643015,0.05688396677573622
43203-1,2022,579,Disney Princess,558,3.0,30,23,64.0,198,494.0,0.12955465587044535,0.07307660038593841
1405356235-1,2011,497,Books,146,2.0,13,20,41.0,80,105.0,0.3904761904761905,0.024918197835388876
40118-1,2014,408,LEGO Brand Store,203,1.0,7,13,14.0,57,189.0,0.07407407407407407,0.024330900243309004
60118-1,2016,52,City,248,2.0,17,24,30.0,107,218.0,0.13761467889908258,0.03548955449282658
3471-1,2000,254,Bulk Bricks,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
4205-1,2012,52,City,403,3.0,17,23,51.0,151,352.0,0.14488636363636365,0.053947478815336854
9338-1,2011,507,Educational and Dacta,57,0.0,20,14,27.0,92,30.0,0.9,0.017199429482339122
10221-1,2011,158,Star Wars,3152,10.0,18,22,23.0,372,3129.0,0.007350591243208693,0.301367564392986
9780241198032-1,2015,497,Books,11,1.0,4,3,5.0,6,6.0,0.8333333333333334,0.002097491400285259
9780723278085-1,2013,497,Books,11,2.0,3,3,3.0,8,8.0,0.375,0.002097491400285259
TRUCHIMA-1,2013,571,Legends of Chima,45,0.0,11,9,5.0,20,40.0,0.125,0.00713147076096988
76903-1,2021,601,Speed Champions,519,2.0,21,23,55.0,195,464.0,0.11853448275862069,0.06795872136924239
30584-1,2022,206,Seasonal,73,0.0,10,12,14.0,36,59.0,0.23728813559322035,0.011745951841597449
60149-1,2017,52,City,198,2.0,17,25,39.0,111,159.0,0.24528301886792453,0.03246916687641581
76417-1,2023,246,Harry Potter,4809,13.0,42,43,171.0,752,4638.0,0.03686934023285899,0.4887154962664653
852293-1,2008,186,Castle,2455,33.0,33,28,53.0,303,2402.0,0.022064945878434637,0.24330900243309003
21105-1,2013,577,Minecraft,466,0.0,16,12,18.0,91,448.0,0.04017857142857143,0.05017199429482339
75825-1,2016,606,Angry Birds,620,1.0,20,37,100.0,256,520.0,0.19230769230769232,0.08633274603574126
5002919-1,2015,435,Ninjago,25,0.0,7,11,12.0,19,13.0,0.9230769230769231,0.005789076264787314
75200-1,2018,158,Star Wars,241,3.0,20,23,67.0,133,174.0,0.3850574712643678,0.04043963419749979
70839-1,2019,578,The LEGO Movie,1826,2.0,24,37,78.0,411,1748.0,0.04462242562929062,0.19909388371507677
TRUPODIUM-1,2016,601,Speed Champions,40,0.0,8,10,12.0,21,28.0,0.42857142857142855,0.00721537041698129
854012-1,2020,501,Gear,27,0.0,11,12,19.0,22,8.0,2.375,0.00721537041698129
11945-1,2021,22,Creator,38,0.0,5,9,15.0,26,23.0,0.6521739130434783,0.007383169729004111
60315-1,2022,52,City,436,4.0,18,29,72.0,198,364.0,0.1978021978021978,0.06309254132058059
710-6,1984,443,Service Packs,10,0.0,1,1,0.0,3,10.0,0.0,0.0008389965601141035
355-2,1981,465,Universal Building Set,160,0.0,8,7,6.0,38,154.0,0.03896103896103896,0.017954526386441814
356-2,1987,465,Universal Building Set,331,0.0,8,12,15.0,50,316.0,0.04746835443037975,0.034482758620689655
333-1,1981,465,Universal Building Set,100,0.0,8,6,8.0,32,92.0,0.08695652173913043,0.012501048745700143
366-1,1981,465,Universal Building Set,187,0.0,8,7,5.0,80,182.0,0.027472527472527472,0.02365970299521772
6094-1,2000,186,Castle,103,2.0,10,11,17.0,41,86.0,0.19767441860465115,0.015018038426042454
1636-1,1990,465,Universal Building Set,186,0.0,8,9,12.0,36,174.0,0.06896551724137931,0.020639315378806946
347-2,1987,465,Universal Building Set,330,0.0,8,11,14.0,49,316.0,0.04430379746835443,0.034147159996644014
1619-1,1986,465,Universal Building Set,260,0.0,8,7,4.0,41,256.0,0.015625,0.02642839164359426
5477-1,2006,34,Make & Create,233,0.0,6,5,0.0,40,233.0,0.0,0.023408004027183488
320-1,1985,465,Universal Building Set,78,0.0,8,7,8.0,31,70.0,0.11428571428571428,0.010655256313449116
350-2,1985,465,Universal Building Set,315,0.0,8,11,5.0,52,310.0,0.016129032258064516,0.0323852672204044
340-1,1985,465,Universal Building Set,220,0.0,8,11,15.0,48,205.0,0.07317073170731707,0.024918197835388876
322-1,1981,465,Universal Building Set,82,0.0,7,3,6.0,24,76.0,0.07894736842105263,0.009816259753335011
325-1,1990,465,Universal Building Set,110,0.0,8,10,13.0,71,97.0,0.13402061855670103,0.017367228794361943
1884-1,1992,465,Universal Building Set,193,0.0,7,10,12.0,36,181.0,0.06629834254143646,0.021226612970886818
1932-1,1984,465,Universal Building Set,82,0.0,7,3,6.0,24,76.0,0.07894736842105263,0.009816259753335011
4131-1,1995,399,Freestyle,71,0.0,6,5,11.0,34,60.0,0.18333333333333332,0.010235758033392063
1703-1,1994,465,Universal Building Set,181,0.0,7,9,12.0,43,169.0,0.07100591715976332,0.020723215034818356
1495-1,1988,465,Universal Building Set,26,0.0,5,2,7.0,15,19.0,0.3684210526315789,0.004194982800570518
8799-1,2004,186,Castle,178,3.0,12,15,15.0,55,163.0,0.09202453987730061,0.022904606091115026
1922-2,1983,465,Universal Building Set,60,0.0,7,3,6.0,24,54.0,0.1111111111111111,0.007970467321083984
1523-1,1986,465,Universal Building Set,27,0.0,5,2,6.0,15,21.0,0.2857142857142857,0.004194982800570518
304-1,1985,465,Universal Building Set,31,0.0,5,1,2.0,13,29.0,0.06896551724137931,0.003943283832536287
4212-1,1998,465,Universal Building Set,95,0.0,6,7,9.0,33,86.0,0.10465116279069768,0.012165450121654502
311-3,1984,465,Universal Building Set,34,0.0,5,1,4.0,15,30.0,0.13333333333333333,0.004530581424616159
4132-1,1995,399,Freestyle,122,0.0,6,9,14.0,42,108.0,0.12962962962962962,0.015773135330145148
310-4,1985,465,Universal Building Set,46,0.0,6,3,8.0,23,38.0,0.21052631578947367,0.006795872136924239
4817-1,2000,186,Castle,39,2.0,12,11,16.0,24,23.0,0.6956521739130435,0.008306065945129625
1588-1,1987,465,Universal Building Set,27,0.0,5,2,6.0,15,21.0,0.2857142857142857,0.004194982800570518
1911-1,1983,465,Universal Building Set,34,0.0,5,1,4.0,15,30.0,0.13333333333333333,0.004530581424616159
317-2,1987,465,Universal Building Set,68,0.0,6,3,8.0,23,60.0,0.13333333333333333,0.008641664569175266
1964-1,1985,465,Universal Building Set,27,0.0,5,2,6.0,15,21.0,0.2857142857142857,0.004194982800570518
315-1,1990,465,Universal Building Set,62,0.0,7,5,10.0,27,52.0,0.19230769230769232,0.008893363537209497
1676-1,1990,465,Universal Building Set,22,0.0,6,2,9.0,17,13.0,0.6923076923076923,0.004278882456581928
337-1,1987,465,Universal Building Set,225,0.0,8,10,11.0,42,214.0,0.0514018691588785,0.024414799899320414
1512-2,1985,465,Universal Building Set,103,0.0,8,8,9.0,32,94.0,0.09574468085106383,0.013004446681768604
308-2,1985,465,Universal Building Set,34,0.0,6,3,3.0,15,31.0,0.0967741935483871,0.00469838073663898
4133-1,1995,399,Freestyle,137,0.0,7,9,19.0,47,118.0,0.16101694915254236,0.017954526386441814
1032-1,1985,507,Educational and Dacta,280,0.0,6,16,16.0,56,264.0,0.06060606060606061,0.03095897306821042
4167-1,2000,388,Disney's Mickey Mouse,130,0.0,12,17,35.0,62,95.0,0.3684210526315789,0.021058813658863997
1577-1,1988,465,Universal Building Set,217,0.0,7,10,11.0,38,206.0,0.05339805825242718,0.023324104371172077
4134-1,1995,399,Freestyle,252,0.0,6,10,21.0,61,231.0,0.09090909090909091,0.02894538132393657
9864-1,1992,507,Educational and Dacta,3,0.0,1,1,0.0,1,3.0,0.0,8.389965601141036e-05
1699-1,1993,465,Universal Building Set,179,0.0,7,10,12.0,40,167.0,0.0718562874251497,0.020387616410772715
327-1,1987,465,Universal Building Set,107,0.0,7,7,6.0,31,101.0,0.0594059405940594,0.012836647369745784
4142-1,1995,399,Freestyle,98,0.0,7,5,15.0,35,83.0,0.18072289156626506,0.013004446681768604
1617-1,1988,465,Universal Building Set,155,0.0,7,8,12.0,35,143.0,0.08391608391608392,0.017786727074418994
1766-1,1995,399,Freestyle,109,0.0,6,9,20.0,45,89.0,0.2247191011235955,0.015437536706099505
9255-1,1992,507,Educational and Dacta,185,0.0,7,9,5.0,40,180.0,0.027777777777777776,0.020219817098749895
1513-2,1989,465,Universal Building Set,71,0.0,7,6,7.0,27,64.0,0.109375,0.00948066112928937
1637-1,1990,465,Universal Building Set,493,0.0,8,10,11.0,45,482.0,0.022821576763485476,0.047151606678412616
1663-1,1989,465,Universal Building Set,451,0.0,8,10,11.0,44,440.0,0.025,0.043543921469921976
9609-1,1995,507,Educational and Dacta,1730,0.0,8,24,5.0,111,1725.0,0.002898550724637681,0.1571440557093716
629-1,1996,465,Universal Building Set,3,0.0,3,1,1.0,3,2.0,0.5,0.0005033979360684622
814-1,1986,465,Universal Building Set,3,0.0,3,1,1.0,3,2.0,0.5,0.0005033979360684622
9279-2,2008,507,Educational and Dacta,9,0.0,3,1,0.0,3,9.0,0.0,0.0009228962161255138
1719-1,1995,399,Freestyle,199,0.0,6,10,19.0,59,180.0,0.10555555555555556,0.024163100931286183
1994-1,1992,465,Universal Building Set,192,0.0,7,10,13.0,43,179.0,0.07262569832402235,0.021813910562966693
4178-1,2000,388,Disney's Mickey Mouse,110,0.0,11,16,25.0,60,85.0,0.29411764705882354,0.018206225354476045
1341-1,1985,507,Educational and Dacta,3,0.0,1,1,0.0,1,3.0,0.0,8.389965601141036e-05
1034-1,1985,507,Educational and Dacta,1534,0.0,5,17,1.0,70,1533.0,0.0006523157208088715,0.1360852420505076
1960-2,1985,465,Universal Building Set,104,0.0,8,9,10.0,33,94.0,0.10638297872340426,0.013340045305814245
330-1,1985,465,Universal Building Set,158,0.0,8,9,11.0,41,147.0,0.07482993197278912,0.0186257236345331
1882-1,1991,465,Universal Building Set,455,0.0,8,11,11.0,40,444.0,0.024774774774774775,0.043627821125933386
1716-1,1994,465,Universal Building Set,201,0.0,6,8,11.0,46,190.0,0.05789473684210526,0.022401208155046565
1868-1,1996,399,Freestyle,220,0.0,7,11,18.0,58,202.0,0.0891089108910891,0.0259249937075258
1881-1,1991,465,Universal Building Set,288,0.0,8,9,9.0,35,279.0,0.03225806451612903,0.02886148166792516
9605-1,1990,507,Educational and Dacta,1534,0.0,5,17,1.0,70,1533.0,0.0006523157208088715,0.1360852420505076
1474-1,1991,465,Universal Building Set,69,0.0,7,6,8.0,27,61.0,0.13114754098360656,0.00939676147327796
1030-1,1985,1,Technic,210,0.0,8,15,31.0,67,179.0,0.17318435754189945,0.027351287859719776
1885-1,1992,465,Universal Building Set,465,0.0,7,12,13.0,50,452.0,0.028761061946902654,0.04547361355818441
1613-1,1987,465,Universal Building Set,375,0.0,8,10,12.0,44,363.0,0.03305785123966942,0.0372514472690662
1400-1,1986,465,Universal Building Set,173,0.0,8,8,10.0,36,163.0,0.06134969325153374,0.019296920882624382
1504-1,1993,465,Universal Building Set,243,0.0,7,11,16.0,52,227.0,0.07048458149779736,0.027183488547696956
1050-1,1986,507,Educational and Dacta,381,0.0,8,8,1.0,37,380.0,0.002631578947368421,0.03607685208490645
1511-1,1986,465,Universal Building Set,67,0.0,8,6,5.0,25,62.0,0.08064516129032258,0.008893363537209497
1707-1,1993,465,Universal Building Set,381,0.0,6,10,14.0,54,367.0,0.03814713896457766,0.038593841765248764
1055-1,1983,507,Educational and Dacta,150,0.0,8,6,2.0,32,148.0,0.013513513513513514,0.0161926336102022
9789-2,2002,398,FIRST LEGO League,1016,0.0,14,24,23.0,141,993.0,0.023162134944612285,0.10177028274184076
3-4,1973,465,Universal Building Set,191,0.0,7,5,6.0,36,185.0,0.032432432432432434,0.020135917442738484
125-2,1974,465,Universal Building Set,234,0.0,7,6,11.0,51,223.0,0.04932735426008968,0.025505495427468747
148-1,1975,233,Train,293,5.0,8,9,13.0,40,280.0,0.04642857142857143,0.03045557513214196
7-3,1973,465,Universal Building Set,412,0.0,7,8,1.0,44,411.0,0.0024330900243309003,0.039181139357328636
105-2,1973,465,Universal Building Set,150,0.0,6,5,5.0,35,145.0,0.034482758620689655,0.01644433257823643
135-1,1973,465,Universal Building Set,338,0.0,7,6,7.0,51,331.0,0.021148036253776436,0.03389546102860978
4-3,1973,465,Universal Building Set,234,0.0,7,6,11.0,51,223.0,0.04932735426008968,0.025505495427468747
190-1,1975,364,Building Set with People,526,0.0,9,13,29.0,117,497.0,0.05835010060362173,0.05780686299186173
8-3,1973,465,Universal Building Set,665,0.0,7,9,3.0,59,662.0,0.004531722054380665,0.06191794613642084
6-3,1973,465,Universal Building Set,338,0.0,7,6,7.0,51,331.0,0.021148036253776436,0.03389546102860978
5-3,1973,465,Universal Building Set,330,0.0,7,7,3.0,52,327.0,0.009174311926605505,0.03305646446849568
145-1,1974,465,Universal Building Set,412,0.0,7,8,1.0,44,411.0,0.0024330900243309003,0.039181139357328636
841-1,1980,465,Universal Building Set,2,0.0,2,1,1.0,2,1.0,1.0,0.0002516989680342311
088-1,1969,465,Universal Building Set,615,0.0,8,12,14.0,85,601.0,0.02329450915141431,0.06116284923231815
115-1,1973,465,Universal Building Set,190,0.0,7,5,6.0,36,184.0,0.03260869565217391,0.020052017786727074
2-7,1973,465,Universal Building Set,139,0.0,6,3,4.0,31,135.0,0.02962962962962963,0.014934138770031044
1-7,1973,465,Universal Building Set,107,0.0,6,3,4.0,20,103.0,0.038834951456310676,0.011326453561540398
746-1,1978,465,Universal Building Set,2,0.0,2,1,1.0,2,1.0,1.0,0.0002516989680342311
796-1,1971,465,Universal Building Set,2,0.0,2,1,1.0,2,1.0,1.0,0.0002516989680342311
50-1,1976,465,Universal Building Set,390,0.0,10,12,14.0,88,376.0,0.03723404255319149,0.04270492490980787
114-1,1977,465,Universal Building Set,390,0.0,10,12,14.0,88,376.0,0.03723404255319149,0.04270492490980787
40-1,1976,465,Universal Building Set,293,0.0,9,13,26.0,81,267.0,0.09737827715355805,0.034986156556758116
112-1,1977,465,Universal Building Set,200,0.0,9,11,9.0,59,191.0,0.04712041884816754,0.02374360265122913
113-1,1977,465,Universal Building Set,293,0.0,9,13,26.0,81,267.0,0.09737827715355805,0.034986156556758116
111-1,1977,465,Universal Building Set,174,0.0,7,11,12.0,53,162.0,0.07407407407407407,0.021142713314875407
10-1,1976,465,Universal Building Set,129,0.0,7,5,5.0,36,124.0,0.04032258064516129,0.014850239114019632
20-1,1976,465,Universal Building Set,218,0.0,7,11,12.0,53,206.0,0.05825242718446602,0.024834298179377465
30-1,1976,465,Universal Building Set,200,0.0,9,11,9.0,59,191.0,0.04712041884816754,0.02374360265122913
110-1,1977,465,Universal Building Set,129,0.0,7,5,5.0,36,124.0,0.04032258064516129,0.014850239114019632
010-3,1968,365,System,77,0.0,7,1,2.0,15,75.0,0.02666666666666667,0.008138266633106805
011-1,1968,365,System,145,0.0,7,5,3.0,25,142.0,0.02112676056338028,0.015101938082053864
322-2,1964,365,System,171,0.0,6,6,6.0,31,165.0,0.03636363636363636,0.018038426042453225
061-1,1966,365,System,5,0.0,1,1,0.0,1,5.0,0.0,0.0002516989680342311
700-1,1966,365,System,1,0.0,6,1,1.0,6,0.0,0.0,0.0008389965601141035
4757-1,2004,246,Harry Potter,938,18.0,23,34,75.0,496,863.0,0.08690614136732329,0.13247755684201695
8255-1,1999,1,Technic,193,0.0,7,18,12.0,59,181.0,0.06629834254143646,0.02382750230724054
8000-1,2000,1,Technic,223,0.0,5,12,14.0,64,209.0,0.06698564593301436,0.02626059233157144
8208-1,1998,1,Technic,53,0.0,4,7,3.0,18,50.0,0.06,0.006711972480912828
42149-1,2023,1,Technic,217,0.0,11,11,13.0,58,204.0,0.06372549019607843,0.025589395083480158
42157-1,2023,1,Technic,1492,0.0,17,21,41.0,216,1451.0,0.028256374913852515,0.14950918701233326
8217-1,1998,1,Technic,64,0.0,7,12,12.0,32,52.0,0.23076923076923078,0.010235758033392063
8241-1,2001,1,Technic,111,0.0,5,10,5.0,38,106.0,0.04716981132075472,0.013759543585871298
8505-1,1999,1,Technic,36,0.0,5,9,16.0,24,20.0,0.8,0.00713147076096988
C8504-1,1999,1,Technic,88,0.0,9,7,11.0,34,77.0,0.14285714285714285,0.012081550465643092
8535-2,2001,324,Bionicle,37,0.0,6,8,14.0,23,23.0,0.6086956521739131,0.0069636714489470595
8535-1,2001,324,Bionicle,36,0.0,5,7,13.0,22,23.0,0.5652173913043478,0.006544173168890007
8567-1,2002,324,Bionicle,37,0.0,6,7,12.0,23,25.0,0.48,0.006711972480912828
8589-1,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
8589-3,2003,324,Bionicle,45,0.0,9,6,12.0,21,33.0,0.36363636363636365,0.007383169729004111
8589-2,2003,324,Bionicle,44,0.0,8,5,11.0,20,33.0,0.3333333333333333,0.0069636714489470595
