fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-005758,R2-D2 Snowman,6,7850,1,9509-1,Star Wars Advent Calendar 2012,2012,235,206,Seasonal,1
fig-010454,"GNK Power Droid (Gonk) - Light Bluish Grey Body, Dark Bluish Grey Legs",14,7850,1,9509-1,Star Wars Advent Calendar 2012,2012,235,206,Seasonal,1
fig-014070,"Super Battle Droid, Pearl Titanium",4,7850,1,9509-1,Star Wars Advent Calendar 2012,2012,235,206,Seasonal,1
fig-000092,Marsha Queen of the Mermaids (CMF),4,9244,1,71004-16,Marsha Queen of the Mermaids,2014,7,535,Collectible Minifigures,1
fig-000093,Ogel with Trans-red Hook,6,2642,1,4795-1,Ogel Underwater Base and AT Sub,2002,480,304,Alpha Team,1
fig-000096,Dash,6,2642,1,4795-1,Ogel Underwater Base and AT Sub,2002,480,304,Alpha Team,1
fig-000415,Ogel Minion,5,2642,2,4795-1,Ogel Underwater Base and AT Sub,2002,480,304,Alpha Team,1
fig-000093,Ogel with Trans-red Hook,6,3532,1,4798-1,Evil Ogel Attack,2002,21,304,Alpha Team,1
fig-000093,Ogel with Trans-red Hook,6,4375,1,4796-1,Ogel Mutant Squid,2002,62,304,Alpha Team,1
fig-000093,Ogel with Trans-red Hook,6,8852,1,1427-1,Ogel Marine Slizer,2002,21,304,Alpha Team,1
fig-000094,Dr. Hibbert (CMF),3,14695,1,71009-16,Dr Hibbert,2015,5,535,Collectible Minifigures,1
fig-000096,Dash,6,2995,1,1425-1,Dash Jet Sub,2002,23,304,Alpha Team,1
fig-000096,Dash,6,7068,1,4800-1,Jet Sub,2002,23,304,Alpha Team,1
fig-000096,Dash,6,15020,1,3391-1,"Dash, Mission Deep Sea, Chupa Chups Promotional",2003,13,304,Alpha Team,1
fig-000097,"Knight (Knights Kingdom I) - Cedric the Bull, Chrome Helmet, Horn",5,791,1,4818-1,Dragon Rider,2000,15,186,Castle,1
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5,4132,1,Maine-1,Maine Space Grant Consortium Promotional Astronaut Polybag,1999,5,50,Town,1
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5,10010,1,6463-1,Lunar Rover,1999,37,50,Town,1
fig-000099,"Astronaut, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5,10115,1,6457-1,Astronaut Figure,1999,18,50,Town,1
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",4,411,1,6678-1,Excavator,1980,61,50,Town,1
fig-000100,"Man, Blue Torso, Black Legs, Red Hard Hat",4,9425,1,6648-2,Dump Truck,1980,42,50,Town,1
fig-000101,"Man, Blue Overalls over Shirt, Red Hard Hat, Orange Vest, Orange Sunglasses",5,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000211,"Waiter, Man, Black Suit and Bow Tie, Chef Hat",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000776,"Man, Plain Blue Torso with White Arms, Dark Blue Arms, Light Bluish Gray Helmet",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000777,"Boy, Plain Red Torso, Short Dark Blue Legs, Dark Orange Hair",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000807,"Construction Worker in Orange Jacket with Zipper and Reflective Stripes, Blue Cap, Gray Beard",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000808,"Postal Worker, Red Jacket with Zipper and Letter Logo, Black Legs, Red Cap, Beard",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000812,"Policeman, Black Jacket with Pocket and Badge, Black Cap, Moustache",4,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000813,"Man, Plain White Torso, Green Legs, Light Bluish Gray Helmet, Red Scarf",5,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-001249,"Santa, Plain Red with Back Basket, Glasses",6,7881,1,7687-1,City Advent Calendar 2009,2009,259,206,Seasonal,1
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",4,88,1,6455-1,Space Simulation Station,1999,249,50,Town,1
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",5,88,1,6455-1,Space Simulation Station,1999,249,50,Town,1
fig-008655,"Space Port Ground Crew, Red Jumpsuit, Red Cap, Headset and Glasses",4,88,1,6455-1,Space Simulation Station,1999,249,50,Town,1
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",4,3394,1,6452-1,Mini Rocket Launcher,1999,32,50,Town,1
fig-000102,"Space Port Ground Grew, White Jacket, Black Legs, White Hard Hat, Beard and Glasses",4,15287,1,6456-1,Mission Control,1999,496,50,Town,1
fig-001289,"Space Port Ground Crew, Red Jumpsuit, White Cap, Headset and Glasses",4,15287,1,6456-1,Mission Control,1999,496,50,Town,1
fig-008653,"Astronaut, Woman, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5,15287,1,6456-1,Mission Control,1999,496,50,Town,1
fig-008654,"Space Port Ground Crew, Red Jumpsuit, White Hard Hat, Headset and Glasses",4,15287,1,6456-1,Mission Control,1999,496,50,Town,1
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",5,9555,1,6454-1,Countdown Corner,1999,134,50,Town,1
fig-000103,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Headset",5,9999,1,6465-1,Space Port Jet,1999,65,50,Town,1
fig-000104,"Racer, Plain Black, White Helmet (3842b Helmet)",4,16416,1,6604-1,Formula-I Racer,1985,31,50,Town,1
fig-000105,"Spaceman, Doc",5,354,1,7315-1,Solar Explorer,2001,249,126,Space,1
fig-006958,"Spaceman, Mac",5,354,1,7315-1,Solar Explorer,2001,249,126,Space,1
fig-006959,"Spaceman, BB",5,354,1,7315-1,Solar Explorer,2001,249,126,Space,1
fig-000105,"Spaceman, Doc",5,4605,1,7312-1,T3-Trike,2001,99,126,Space,1
fig-000105,"Spaceman, Doc",5,69968,1,7400-1,Life on Mars Clock,2001,43,501,Gear,1
fig-010869,Martian,5,69968,1,7400-1,Life on Mars Clock,2001,43,501,Gear,1
fig-000106,"Blacktron II - Jetpack, 3626a Head",8,9010,1,6812-1,Grid Trekkor,1991,25,126,Space,1
fig-000106,"Blacktron II - Jetpack, 3626a Head",8,10484,1,6878-1,Sub Orbital Guardian,1991,75,126,Space,1
fig-000107,"Blacktron II - Jetpack, 3626b Head",8,38835,1,6812-1,Grid Trekkor,1991,25,126,Space,2
fig-000107,"Blacktron II - Jetpack, 3626b Head",8,38838,1,6878-1,Sub Orbital Guardian,1991,75,126,Space,2
fig-000108,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Hat, Sunglasses",4,2390,1,30002-1,Police Boat,2009,30,52,City,1
fig-000109,Cole (The Golden Weapons),4,647,1,2263-1,Turbo Shredder,2011,298,435,Ninjago,1
fig-000447,Jay (The Golden Weapons),4,647,1,2263-1,Turbo Shredder,2011,298,435,Ninjago,1
fig-002512,Frakjaw with Tan Hat,8,647,1,2263-1,Turbo Shredder,2011,298,435,Ninjago,1
fig-000109,Cole (The Golden Weapons),4,755,1,2516-1,Ninja Training Outpost,2011,46,435,Ninjago,1
fig-000109,Cole (The Golden Weapons),4,14527,1,2112-1,Cole,2011,19,435,Ninjago,1
fig-000109,Cole (The Golden Weapons),4,82386,1,853102-1,Ninjago Magnet Set,2011,24,501,Gear,1
fig-000447,Jay (The Golden Weapons),4,82386,1,853102-1,Ninjago Magnet Set,2011,24,501,Gear,1
fig-002728,Nuckal,7,82386,1,853102-1,Ninjago Magnet Set,2011,24,501,Gear,1
fig-000110,Mermaid,4,1856,1,71000-12,Mermaid,2013,6,535,Collectible Minifigures,1
fig-000111,Zane DX,4,6325,1,2171-1,Zane DX,2011,22,435,Ninjago,1
fig-000111,Zane DX,4,6326,1,2260-1,Ice Dragon Attack,2011,158,435,Ninjago,1
fig-002576,Krazi,7,6326,1,2260-1,Ice Dragon Attack,2011,158,435,Ninjago,1
fig-000111,Zane DX,4,28058,1,2171-1,Zane DX,2011,22,435,Ninjago,2
fig-000112,LEGOLAND Red with Black hat,4,6398,1,615-2,Fork Lift with Driver,1975,21,411,Legoland,1
fig-000112,LEGOLAND Red with Black hat,4,7507,1,425-1,Fork Lift,1976,21,411,Legoland,1
fig-000112,LEGOLAND Red with Black hat,4,15265,1,696-1,Bus Stop,1976,80,411,Legoland,1
fig-000782,LEGOLAND Black,4,15265,2,696-1,Bus Stop,1976,80,411,Legoland,1
fig-006386,LEGOLAND Female Black,4,15265,1,696-1,Bus Stop,1976,80,411,Legoland,1
fig-006387,"LEGOLAND Female Red Torso, Blue Legs",4,15265,1,696-1,Bus Stop,1976,80,411,Legoland,1
fig-006388,"LEGOLAND Red Torso, Blue Legs, Blue Hat",4,15265,1,696-1,Bus Stop,1976,80,411,Legoland,1
fig-006389,LEGOLAND Red with Blue Hat,4,15265,1,696-1,Bus Stop,1976,80,411,Legoland,1
fig-000113,Ice Planet - White Hair,6,1454,1,6879-1,Blizzard Baron,1993,83,126,Space,1
fig-000113,Ice Planet - White Hair,6,4652,1,6898-1,Ice-Sat V,1993,136,126,Space,1
fig-000113,Ice Planet - White Hair,6,7731,1,3014-1,Ice Planet Scooter,1999,19,126,Space,1
fig-000113,Ice Planet - White Hair,6,8838,1,6973-1,Deep Freeze Defender,1993,417,126,Space,1
fig-000750,"Ice Planet - White Eyebrows, Mustache",6,8838,1,6973-1,Deep Freeze Defender,1993,417,126,Space,1
fig-002233,"Ice Planet - Red Hair, Female",6,8838,1,6973-1,Deep Freeze Defender,1993,417,126,Space,1
fig-000113,Ice Planet - White Hair,6,9477,1,1731-1,Ice Planet Scooter,1994,19,126,Space,1
fig-000113,Ice Planet - White Hair,6,9598,1,6814-1,Ice Tunnelator,1993,25,126,Space,1
fig-000113,Ice Planet - White Hair,6,10983,1,1711-1,Ice Planet Scooter,1994,19,126,Space,1
fig-000113,Ice Planet - White Hair,6,15708,1,6983-1,Ice Station Odyssey,1993,344,126,Space,1
fig-000750,"Ice Planet - White Eyebrows, Mustache",6,15708,1,6983-1,Ice Station Odyssey,1993,344,126,Space,1
fig-002233,"Ice Planet - Red Hair, Female",6,15708,1,6983-1,Ice Station Odyssey,1993,344,126,Space,1
fig-000114,Spyrius,6,2507,1,6939-1,Saucer Centurion,1994,222,126,Space,1
fig-006950,Spyrius Droid / Major Kartofski,4,2507,1,6939-1,Saucer Centurion,1994,222,126,Space,1
fig-000114,Spyrius,6,5786,1,3013-1,Space Jet,1999,23,126,Space,1
fig-000114,Spyrius,6,7701,1,1843-2,Spyrius Fold-Wing Spacecraft,1996,59,126,Space,1
fig-000114,Spyrius,6,7716,1,1954-1,Surveillance Scooter,1995,23,126,Space,1
fig-000114,Spyrius,6,8681,1,6705-1,Space Explorers,1994,40,126,Space,1
fig-000750,"Ice Planet - White Eyebrows, Mustache",6,8681,1,6705-1,Space Explorers,1994,40,126,Space,1
fig-000756,Spyrius Chief,6,8681,1,6705-1,Space Explorers,1994,40,126,Space,1
fig-006950,Spyrius Droid / Major Kartofski,4,8681,1,6705-1,Space Explorers,1994,40,126,Space,1
fig-006953,Unitron Chief,6,8681,1,6705-1,Space Explorers,1994,40,126,Space,1
fig-000114,Spyrius,6,9235,1,1714-1,Surveillance Scooter,1995,23,126,Space,1
fig-000114,Spyrius,6,10569,1,6949-1,Robo-Guardian,1994,367,126,Space,1
fig-000756,Spyrius Chief,6,10569,1,6949-1,Robo-Guardian,1994,367,126,Space,1
fig-006950,Spyrius Droid / Major Kartofski,4,10569,1,6949-1,Robo-Guardian,1994,367,126,Space,1
fig-000114,Spyrius,6,14899,1,6835-1,Saucer Scout,1994,47,126,Space,1
fig-000114,Spyrius,6,15336,1,6959-1,Lunar Launch Site,1994,288,126,Space,1
fig-000756,Spyrius Chief,6,15336,1,6959-1,Lunar Launch Site,1994,288,126,Space,1
fig-006950,Spyrius Droid / Major Kartofski,4,15336,1,6959-1,Lunar Launch Site,1994,288,126,Space,1
fig-000114,Spyrius,6,23891,1,6939-1,Saucer Centurion,1994,222,126,Space,2
fig-006950,Spyrius Droid / Major Kartofski,4,23891,1,6939-1,Saucer Centurion,1994,222,126,Space,2
fig-000114,Spyrius,6,25854,1,6949-1,Robo-Guardian,1994,367,126,Space,2
fig-000756,Spyrius Chief,6,25854,1,6949-1,Robo-Guardian,1994,367,126,Space,2
fig-006950,Spyrius Droid / Major Kartofski,4,25854,1,6949-1,Robo-Guardian,1994,367,126,Space,2
fig-000114,Spyrius,6,92665,1,6959-1,Lunar Launch Site,1994,288,126,Space,2
fig-000756,Spyrius Chief,6,92665,1,6959-1,Lunar Launch Site,1994,288,126,Space,2
fig-006950,Spyrius Droid / Major Kartofski,4,92665,1,6959-1,Lunar Launch Site,1994,288,126,Space,2
fig-000115,TC-4,3,9480,1,5002122-1,TC-4,2014,3,158,Star Wars,1
fig-000116,"Arctic Crew, Black, White Cap",4,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-000419,"Arctic Crew, Green, Hood",4,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-007208,"Arctic Crew, Green, Cap",4,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-007210,"Arctic Crew, Blue, Hood",4,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-007211,"Arctic Medic, Red",4,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-007212,"Arctic Crew, Red, Helmet and Visor",5,1207,1,6575-1,Polar Base,2000,441,50,Town,1
fig-000117,Sumo Wrestler (CMF),4,11683,1,8803-7,Sumo Wrestler,2011,6,535,Collectible Minifigures,1
fig-000119,Spaceman (23318 Visor),5,11086,1,7310-1,Mono Jet,2001,34,126,Space,1
fig-000121,"White Torso, Red Legs, Black Hair",4,7879,1,9707-1,Intelligent House Building Set,1996,164,507,Educational and Dacta,1
fig-000121,"White Torso, Red Legs, Black Hair",4,103705,1,9725-2,ROBOLAB Amusement Park Set,2002,270,507,Educational and Dacta,1
fig-002229,"Skeleton, Standard Face, Ball Joint Arms (3626b Head)",6,103705,1,9725-2,ROBOLAB Amusement Park Set,2002,270,507,Educational and Dacta,1
fig-008698,"Man, White Tank Top with Windsurfer, Blue Legs, Blue Cap, Moustache",4,103705,1,9725-2,ROBOLAB Amusement Park Set,2002,270,507,Educational and Dacta,1
fig-011555,"Woman, Red Torso, White Legs, Black Hair",4,103705,1,9725-2,ROBOLAB Amusement Park Set,2002,270,507,Educational and Dacta,1
fig-011556,"Woman, Blue Torso, Black Legs, Medium Brown Hair",4,103705,1,9725-2,ROBOLAB Amusement Park Set,2002,270,507,Educational and Dacta,1
fig-000121,"White Torso, Red Legs, Black Hair",4,176524,1,9725-3,ROBOLAB Amusement Park Set,2005,306,507,Educational and Dacta,1
fig-002229,"Skeleton, Standard Face, Ball Joint Arms (3626b Head)",6,176524,1,9725-3,ROBOLAB Amusement Park Set,2005,306,507,Educational and Dacta,1
fig-008698,"Man, White Tank Top with Windsurfer, Blue Legs, Blue Cap, Moustache",4,176524,1,9725-3,ROBOLAB Amusement Park Set,2005,306,507,Educational and Dacta,1
fig-011555,"Woman, Red Torso, White Legs, Black Hair",4,176524,1,9725-3,ROBOLAB Amusement Park Set,2005,306,507,Educational and Dacta,1
fig-011556,"Woman, Blue Torso, Black Legs, Medium Brown Hair",4,176524,1,9725-3,ROBOLAB Amusement Park Set,2005,306,507,Educational and Dacta,1
fig-000122,Legolas Greenleaf,4,3650,1,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-000145,Bard the Bowman,4,3650,1,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-005925,Dain Ironfoot,5,3650,1,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-005926,"Gundabad Orc - Bald, White Forehead Paint",3,3650,2,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-005927,Azog - Wide Open Mouth,3,3650,1,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-005928,Thorin Oakenshield - Crown,4,3650,1,79017-1,The Battle of the Five Armies,2014,472,561,The Hobbit and Lord of the Rings,1
fig-000122,Legolas Greenleaf,4,4856,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,1
fig-005915,Fili the Dwarf,5,4856,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,1
fig-005916,Kili the Dwarf,5,4856,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,1
fig-005917,Tauriel - Dark Green/Dark Brown,4,4856,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,1
fig-000122,Legolas Greenleaf,4,13466,1,30215-1,Legolas Greenleaf,2013,33,561,The Hobbit and Lord of the Rings,1
fig-000122,Legolas Greenleaf,4,152264,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,2
fig-005915,Fili the Dwarf,5,152264,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,2
fig-005916,Kili the Dwarf,5,152264,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,2
fig-005917,Tauriel - Dark Green/Dark Brown,4,152264,1,79001-1,Escape from Mirkwood Spiders,2012,298,561,The Hobbit and Lord of the Rings,2
fig-000123,Snap Lockitt,4,373,1,6734-1,Beach Cruiser,2002,55,407,Island Xtreme Stunts,1
fig-000738,Pepper Roni with Neck Bracket,5,373,1,6734-1,Beach Cruiser,2002,55,407,Island Xtreme Stunts,1
fig-000123,Snap Lockitt,4,3582,1,3388-1,Xtreme Stunts Snap Lockitt Chupa Chups Promotional,2003,4,407,Island Xtreme Stunts,1
fig-000123,Snap Lockitt,4,14724,1,6733-1,Snap's Cruiser,2002,19,407,Island Xtreme Stunts,1
fig-000123,Snap Lockitt,4,14845,1,6735-1,Air Chase,2002,85,407,Island Xtreme Stunts,1
fig-000739,Brickster with Black Hat,4,14845,1,6735-1,Air Chase,2002,85,407,Island Xtreme Stunts,1
fig-000123,Snap Lockitt,4,15186,1,6736-1,Beach Lookout,2002,89,407,Island Xtreme Stunts,1
fig-000277,Pepper Roni,4,15186,1,6736-1,Beach Lookout,2002,89,407,Island Xtreme Stunts,1
fig-000124,"Chewbacca, Reddish Brown",3,275,1,4426075-1,Star Wars Clock,2008,21,501,Gear,1
fig-003697,"Stormtrooper, Plain Black Head, Black Lines on Nose Vent",4,275,1,4426075-1,Star Wars Clock,2008,21,501,Gear,1
fig-000124,"Chewbacca, Reddish Brown",3,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-003537,"Princess Leia, Hoth Outfit, Tan Jacket, Reddish Brown Hair",4,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-003538,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, Black Eyes",4,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-003539,"Han Solo, Hoth Outfit, Dark Blue Jacket, Reddish Brown Legs",4,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-003540,"Wedge Antilles, Plain Legs",4,454,1,6212-1,X-wing Fighter,2006,437,158,Star Wars,1
fig-000124,"Chewbacca, Reddish Brown",3,2338,1,852554-1,Star Wars Magnet Set,2008,21,501,Gear,1
fig-003758,"Darth Vader, Light Bluish Gray Skin, White Pupils (3626b Head)",5,2338,1,852554-1,Star Wars Magnet Set,2008,21,501,Gear,1
fig-009119,"Obi-Wan Kenobi, Tan Legs, Headset, Reddish Brown Hood and Cape",5,2338,1,852554-1,Star Wars Magnet Set,2008,21,501,Gear,1
fig-000124,"Chewbacca, Reddish Brown",3,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,2540,2,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003698,R-3PO,3,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003699,"2-1B Medical Droid, Sand Blue Torso, One Arms with Clips at 90°",4,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003700,"Princess Leia, Hoth Outfit, Tan Jacket, Dark Brown Hair",4,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003701,"Luke Skywalker, Bacta Tank Outfit, Tan Hair",4,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-003702,"Han Solo, Hoth Outfit, Dark Blue Hood, White Pupils",4,2540,1,7879-1,Hoth Echo Base,2011,773,158,Star Wars,1
fig-000124,"Chewbacca, Reddish Brown",3,4829,1,4504-2,Millennium Falcon (Black Box Version),2004,997,158,Star Wars,1
fig-003509,"C-3PO, Pearl Light Gold",3,4829,1,4504-2,Millennium Falcon (Black Box Version),2004,997,158,Star Wars,1
fig-003537,"Princess Leia, Hoth Outfit, Tan Jacket, Reddish Brown Hair",4,4829,1,4504-2,Millennium Falcon (Black Box Version),2004,997,158,Star Wars,1
fig-003561,"Han Solo, Hoth Outfit, Dark Blue Jacket, Tan Legs",4,4829,1,4504-2,Millennium Falcon (Black Box Version),2004,997,158,Star Wars,1
fig-003562,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, Black Hands",4,4829,1,4504-2,Millennium Falcon (Black Box Version),2004,997,158,Star Wars,1
fig-000124,"Chewbacca, Reddish Brown",3,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-002687,"R2-D2, Light Bluish Gray Dome",4,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003784,"Scout Trooper, Plain Black Head",4,5458,2,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003812,"Chief Chirpa, Ewok",3,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003813,"Wicket, Ewok, Dark Orange Hood",3,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003814,"Princess Leia, Endor Outfit, Sand Green Top",4,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003815,"Paploo, Ewok, Tan Hood with Reddish Brown Face",3,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003816,"Death Star Trooper / Imperial Trooper, Brown Eyebrows, Black Eyes, Black Helmet",4,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003817,"Han Solo, Black Vest, Reddish Brown Legs, Black Eyes",4,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003819,"Rebel Trooper in Endor Uniform, Sand Green Legs, Brown Beard, Neck Bracket",5,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-003820,"Rebel Trooper in Endor Uniform, Sand Green Legs, Black Eyes, Neck Bracket",5,5458,1,8038-1,The Battle of Endor,2009,894,158,Star Wars,1
fig-000124,"Chewbacca, Reddish Brown",3,5938,1,7965-1,Millennium Falcon,2011,1254,158,Star Wars,1
fig-003757,"Princess Leia, White Robe, Dark Brown Hair, Plain Belt",4,5938,1,7965-1,Millennium Falcon,2011,1254,158,Star Wars,1
fig-003758,"Darth Vader, Light Bluish Gray Skin, White Pupils (3626b Head)",5,5938,1,7965-1,Millennium Falcon,2011,1254,158,Star Wars,1
fig-003759,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, No Cheek Lines",4,5938,1,7965-1,Millennium Falcon,2011,1254,158,Star Wars,1
fig-003760,"Luke Skywalker, White Robe, Tan Legs, Dual Sided Head",4,5938,1,7965-1,Millennium Falcon,2011,1254,158,Star Wars,1
